subcategory,Dia,mes,dia_num,Tipo Dia,Subregión (SGR),CANTIDAD,Cuarta medida correctiva al Código Nacional de Policía más impuesta ,Fallecidos por siniestros viales,Población total de hombres,Población total de mujeres,Porcentaje población de hombres,Porcentaje población de mujeres,Primera medida correctiva al Código Nacional de Policía más impuesta ,Proporción en que son impuestas otras medidas correctivas al Código Nacional de Policía más impuesta ,Puntaje SISBEN: Promedio - Cabecera,Quinta medida correctiva al Código Nacional de Policía más impuesta ,Segunda medida correctiva al Código Nacional de Policía más impuesta ,Tasa de extorsión por cada 100.000 habitantes,Tasa de exÃ¡menes por presunto delito sexual a mujeres por cada 100 mil habitantes,Tasa de exámenes médico legales por presunto delito sexual contra adolescentes,Tasa de exámenes médico legales por presunto delito sexual contra niños y niñas de 0 a 5 años,Tasa de exámenes médico legales por presunto delito sexual contra niños y nñas de 6 a 11 años,Tasa de homicidio intencional en hombres por cada 100.000 habitantes,Tasa de homicidio intencional en mujeres por cada 100.000 habitantes,Tasa de homicidio intencional en áreas rurales por cada 100.000 habitantes,Tasa de homicidio intencional en áreas urbanas por cada 100.000 habitantes,Tasa de homicidio intencional por cada 100.000 habitantes,Tasa de homicidios en accidentes de tránsito por cada 100.000 habitantes,Tasa de homicidios en hombres por cada 100.000 habitantes,Tasa de homicidios en mujeres por cada 100.000 habitantes,Tasa de homicidios en áreas rurales por cada 100.000 habitantes,Tasa de homicidios en áreas urbanas por cada 100.000 habitantes,Tasa de homicidios por cada 100.000 habitantes,Tasa de hurto a personas por cada 100.000 habitantes,Tasa de hurto común por cada 100.000 habitantes,Tasa de lesiones en accidentes de tránsito por cada 100.000 habitantes,Tasa de secuestro por cada 100.000 habitantes,Tasa de violencia contra adolescentes 12 a 17 años,Tasa de violencia contra niños y niñas de 6 a 11 años,Tasa de violencia contra niños y niñas de primera infancia,Tasa de violencia de pareja a mujeres por cada 100 mil habitantes,Tasa de violencia interpersonal por cada 100.000 habitantes,Tasa de violencia intrafamiliar por cada 100.000 habitantes,Tercera medida correctiva al Código Nacional de Policía más impuesta ,Índice de Interrelación de Problemáticas
Cuidado Personal,Martes,1,18,Laboral,Nordeste,6.0,1.5899999999999999,2.0,4016.8,3766.0,51.614,48.386,17.9,5.863333333333333,37.7,1.1433333333333333,5.666666666666667,33.756,64.98467190486303,254.13,126.69867211386399,187.26999999999998,179.03666666666666,27.5,154.68333333333334,47.169999999999995,94.64999999999999,17.176666666666666,150.4375,0.0,114.27000000000001,41.045,90.47999999999999,56.29,94.99,28.772000000000002,0.0,63.53,156.2925,0.0,124.97187288569963,141.3166666666667,48.8675,1.8399999999999999,42.38
Cuidado Personal,Martes,1,18,Laboral,Alto Occidente,2.0,2.1133333333333337,1.0,3094.8,2996.4,50.808,49.192,12.483333333333333,5.96,40.75,1.5433333333333332,6.616666666666667,9.924000000000001,75.02,328.1166666666667,841.59,398.175,32.4125,13.382137469710932,26.25,39.42136023264268,16.4775,16.71,16.490000000000002,0.0,13.365,0.0,10.046000000000001,33.30833333333333,67.275,71.925,4.075,295.4325,266.5325,57.6025,124.97187288569963,72.09333333333332,70.5175,5.283333333333334,22.14
Dulces y postres,Martes,1,18,Laboral,Occidente,2.0,1.8033333333333335,1.0,10543.0,10558.8,49.964,50.036,19.75,3.5966666666666662,37.68,0.7233333333333333,4.383333333333333,10.7775,64.98467190486303,44.52,57.08,44.945,75.93833333333333,13.222,67.91833333333334,15.532,43.48166666666666,4.817500000000001,62.41,9.5525,57.644999999999996,8.565,50.61,25.456666666666667,62.51,11.536,0.0,0.0,38.5875,17.1225,0.0,60.910000000000004,48.8975,3.736666666666667,59.83
Dulces y postres,Martes,1,18,Laboral,Norte,10.0,1.4166666666666667,0.8333333333333334,7787.8,7666.6,50.392,49.61,16.483333333333334,5.933333333333333,42.72,1.4033333333333333,5.28,3.9,17.76,165.56,107.00999999999999,86.58,32.2025,19.75,29.733333333333334,19.7925,21.0825,6.5175,16.1775,6.5925,12.815,9.8825,11.706,36.306,53.7325,33.336666666666666,0.0,41.39,21.645,22.3225,0.0,62.81,35.480000000000004,3.48,23.59
Panadería y Pastelería,Martes,1,18,Laboral,Magdalena Medio,12.0,1.3566666666666667,6.833333333333333,20301.8,20229.0,50.089999999999996,49.910000000000004,23.103333333333335,3.73,33.3,0.9133333333333332,3.3966666666666665,18.236666666666668,94.74,248.85,144.5625,301.63,169.57833333333335,8.657499999999999,161.59666666666666,75.93166666666667,87.88333333333333,17.768333333333334,117.3325,3.765,92.905,55.625,86.672,193.65333333333334,378.7575,114.83999999999999,1.2850000000000001,837.85,368.1225,142.65,190.65,430.6666666666667,185.7825,1.4966666666666664,30.3
Pasabocas,Martes,1,18,Laboral,Vertiente Oriental,2.0,1.4433333333333334,74.83333333333333,223762.6,251706.6,47.064,52.936,16.49,3.953333333333333,34.34,1.2333333333333334,7.079999999999999,13.856666666666667,108.72,385.7025,207.55,370.275,48.10333333333333,4.685,29.01,24.26,25.113333333333333,15.131666666666668,36.025,4.195,22.8875,18.3575,24.472,544.085,757.92,340.715,0.385,633.01,404.65999999999997,219.43,208.52,247.89666666666665,183.495,3.8000000000000003,19.59
Productos Congelados,Martes,1,18,Laboral,Occidente,12.0,1.5466666666666666,11.166666666666666,13367.2,13584.0,49.6,50.4,22.72,4.989999999999999,41.71,1.5333333333333332,1.62,23.078333333333333,164.61,160.015,233.265,374.615,97.96499999999999,13.212,101.04833333333333,27.731666666666666,54.193333333333335,23.474999999999998,84.7475,5.485,88.9075,20.345,51.814,251.45833333333334,404.6325,118.88499999999999,0.0,401.5775,446.73,245.06,112.42,347.75,144.54250000000002,1.5933333333333335,26.88
Belleza,Miercoles,1,19,Laboral,Magdalena Medio,4.0,1.3566666666666667,6.833333333333333,20301.8,20229.0,50.089999999999996,49.910000000000004,23.103333333333335,3.73,33.3,0.9133333333333332,3.3966666666666665,18.236666666666668,94.74,248.85,144.5625,301.63,169.57833333333335,8.657499999999999,161.59666666666666,75.93166666666667,87.88333333333333,17.768333333333334,117.3325,3.765,92.905,55.625,86.672,193.65333333333334,378.7575,114.83999999999999,1.2850000000000001,837.85,368.1225,142.65,190.65,430.6666666666667,185.7825,1.4966666666666664,30.3
Belleza,Miercoles,1,19,Laboral,Vertiente Oriental,18.0,1.5533333333333335,25.833333333333332,103906.4,118136.0,46.796,53.20399999999999,19.75,3.356666666666667,34.81,1.3166666666666667,5.133333333333334,7.609999999999999,62.11,318.08000000000004,169.94,294.69,39.46666666666667,2.703333333333333,63.873333333333335,17.55333333333333,19.903333333333332,11.681666666666667,27.0575,2.7525,51.4075,12.1675,18.73,350.87833333333333,492.125,240.06499999999997,0.125,504.225,329.36,167.595,160.7,186.23333333333335,146.555,2.8900000000000006,12.78
Cuidado Personal,Miercoles,1,19,Laboral,Oriente,12.0,2.766666666666666,5.666666666666667,11913.4,12478.2,48.844,51.156,17.013333333333332,4.76,56.67,2.6166666666666667,3.6033333333333335,12.306666666666667,52.99,153.18,150.56,133.1925,19.818,7.869999999999999,23.562,6.89,11.282,15.601666666666667,10.5275,2.0225,13.54,0.0,11.236,327.2366666666667,635.4925000000001,41.13166666666667,0.0,314.2875,290.315,138.6275,37.87,210.69000000000003,104.2925,3.24,12.21
Cuidado Personal,Miercoles,1,19,Laboral,Norte,6.0,1.7533333333333332,0.8333333333333334,4705.2,4265.6,52.448,47.552,16.083333333333332,3.56,37.15,1.5566666666666666,6.886666666666667,8.904,58.69,212.09,126.69867211386399,106.38,230.21833333333333,59.864999999999995,167.29666666666665,69.66666666666667,129.96333333333334,15.24,124.4325,5.9025,81.875,31.285,133.076,14.4825,20.107499999999998,13.185,2.775,103.515,26.595,0.0,47.64,78.68333333333334,33.8475,4.163333333333333,49.03
Despensa,Miercoles,1,19,Laboral,Occidente,4.0,0.6766666666666667,1.1666666666666667,6280.8,6077.0,50.824,49.178,23.653333333333336,5.45,42.69,0.6633333333333334,1.9399999999999997,10.2775,97.72,238.9325,293.805,262.6166666666667,72.1,16.6,47.05166666666667,44.1,39.34666666666667,6.1225000000000005,44.3775,4.1975,28.045,11.0125,34.378,39.483333333333334,82.34,20.43,0.0,444.27250000000004,280.2275,144.585,140.39,139.76666666666665,112.875,1.62,29.67
Despensa,Miercoles,1,19,Laboral,Occidente,8.0,1.1033333333333333,2.3333333333333335,5820.6,6455.2,47.416,52.584,21.94333333333333,3.676666666666667,40.65,0.9466666666666667,4.3,14.882,44.46,93.33,130.72,96.275,109.705,20.666666666666668,98.61666666666666,43.501666666666665,57.39833333333333,17.926666666666666,105.32249999999999,11.9,91.7225,44.167500000000004,58.3,51.178333333333335,83.4175,119.61166666666666,0.0,89.98249999999999,48.1375,27.3825,17.18,150.48,98.3625,2.03,16.33
Dulces y postres,Miercoles,1,19,Laboral,Bajo Cauca,12.0,0.6966666666666667,18.0,45519.2,48218.6,48.56,51.44,26.763333333333335,1.7300000000000002,24.61,0.6466666666666666,3.0566666666666666,29.548333333333332,33.75,143.575,56.77333333333333,103.0175,186.28333333333333,16.476666666666667,275.48499999999996,74.53666666666668,98.90999999999998,10.031666666666666,180.86499999999998,15.3575,222.685,76.715,106.346,162.42166666666665,271.99,24.736666666666665,0.535,277.395,124.67,59.99,189.54,213.84666666666666,152.5675,1.1033333333333333,33.87
Belleza,Jueves,1,20,Laboral,Oriente,20.0,2.766666666666666,5.666666666666667,11913.4,12478.2,48.844,51.156,17.013333333333332,4.76,56.67,2.6166666666666667,3.6033333333333335,12.306666666666667,52.99,153.18,150.56,133.1925,19.818,7.869999999999999,23.562,6.89,11.282,15.601666666666667,10.5275,2.0225,13.54,0.0,11.236,327.2366666666667,635.4925000000001,41.13166666666667,0.0,314.2875,290.315,138.6275,37.87,210.69000000000003,104.2925,3.24,12.21
Dulces y postres,Jueves,1,20,Laboral,Valle,10.0,2.52,3.8333333333333335,15172.0,16068.4,48.566,51.434000000000005,15.446666666666665,3.8633333333333333,35.89,2.4933333333333336,6.63,13.883333333333333,114.21,396.1825,257.32,289.15999999999997,104.72500000000001,11.3,72.96000000000001,54.296666666666674,55.65166666666667,11.226666666666667,82.97,7.85,48.105000000000004,43.53,57.024,269.27,455.90250000000003,80.055,0.825,650.93,269.33500000000004,223.7,142.17,220.06000000000003,104.47,3.0533333333333332,23.27
Dulces y postres,Jueves,1,20,Laboral,Sur,4.0,1.7166666666666668,18.166666666666668,24766.6,24291.8,50.482000000000006,49.517999999999994,21.043333333333333,4.846666666666667,31.36,0.9733333333333333,3.426666666666667,19.06833333333333,170.81,175.3425,124.68,135.1575,57.55666666666667,8.242,36.77,21.2,32.41166666666667,34.24666666666666,34.6025,4.0975,19.8825,17.8975,30.52,81.46166666666666,171.3475,215.94499999999996,1.04,210.81,115.615,62.5925,182.2,163.30666666666667,100.0225,1.9933333333333334,23.13
Pasabocas,Jueves,1,20,Laboral,Urabá,10.0,0.6,2.6666666666666665,15253.0,15252.2,50.006,49.994,28.213333333333328,3.2600000000000002,32.07,0.5066666666666667,0.7999999999999999,5.343999999999999,9.91,23.866666666666664,126.69867211386399,50.99,22.371666666666666,13.8,14.219999999999999,19.7775,12.36,17.668333333333333,11.687500000000002,0.0,6.322500000000001,5.0375,7.268000000000001,52.846666666666664,81.385,22.516666666666666,0.0,13.6375,0.0,0.0,31.63,35.550000000000004,20.697499999999998,0.6166666666666666,43.88
Belleza,Viernes,1,21,Laboral,Bajo Cauca,4.0,0.6966666666666667,18.0,45519.2,48218.6,48.56,51.44,26.763333333333335,1.7300000000000002,24.61,0.6466666666666666,3.0566666666666666,29.548333333333332,33.75,143.575,56.77333333333333,103.0175,186.28333333333333,16.476666666666667,275.48499999999996,74.53666666666668,98.90999999999998,10.031666666666666,180.86499999999998,15.3575,222.685,76.715,106.346,162.42166666666665,271.99,24.736666666666665,0.535,277.395,124.67,59.99,189.54,213.84666666666666,152.5675,1.1033333333333333,33.87
Belleza,Viernes,1,21,Laboral,Nordeste,1.0,1.1933333333333334,3.5,11125.8,10902.4,50.507999999999996,49.492000000000004,22.403333333333336,5.443333333333334,25.69,1.04,2.0433333333333334,21.22,85.13,190.9475,87.125,130.7575,91.85166666666667,21.459999999999997,65.14666666666666,27.330000000000002,51.708333333333336,6.163333333333333,82.145,7.04,59.2125,14.337499999999999,58.694,67.49333333333333,165.3475,26.866666666666664,0.0,598.6525,172.54500000000002,83.8425,245.1,298.6233333333333,82.1675,1.88,41.5
Belleza,Viernes,1,21,Laboral,Urabá,6.0,0.45999999999999996,38.333333333333336,61938.0,67023.2,48.032,51.968,29.683333333333337,2.2433333333333336,21.92,0.41,0.6366666666666666,5.11,47.04,69.97999999999999,12.410000000000002,54.195,119.30333333333334,7.021666666666667,55.36833333333334,70.18666666666667,60.975,32.155,94.465,7.135,41.207499999999996,60.955,58.92,91.11833333333334,162.565,59.699999999999996,0.26,198.4675,83.1125,17.0025,182.36,148.27,94.2475,0.5599999999999999,54.57
Belleza,Viernes,1,21,Laboral,Sur,12.0,0.7933333333333334,90.16666666666667,169653.0,184805.2,47.864,52.136,24.279999999999998,4.523333333333333,42.07,0.7833333333333333,2.436666666666667,12.071666666666667,66.83,148.2625,91.63250000000001,121.1175,74.45333333333333,5.53,50.03666666666667,35.38666666666666,38.49,18.75166666666667,60.0025,4.75,41.0025,28.4925,37.582,423.20166666666665,563.5225,177.16833333333332,0.7024999999999999,329.42,146.9325,97.08,207.01,244.36333333333334,162.7175,1.18,10.29
Cuidado Personal,Viernes,1,21,Laboral,Vertiente del Pacífico,12.0,1.4400000000000002,3.5,12624.8,12338.2,50.574,49.426,19.74,3.9599999999999995,36.49,1.4333333333333333,5.343333333333334,6.706666666666666,74.63,255.3975,193.6525,290.42,51.824999999999996,8.149999999999999,38.471666666666664,16.831666666666667,27.498333333333335,12.699999999999998,28.0125,2.0475,18.695,11.752500000000001,22.584,43.00666666666667,131.3775,67.255,0.0,388.3625,354.41499999999996,168.6875,182.9,205.32333333333335,113.88499999999999,2.0833333333333335,34.62
Cuidado de ropa y calzado,Viernes,1,21,Laboral,Norte,12.0,1.8499999999999999,4.5,11482.6,11569.2,49.812,50.188,18.16,5.739999999999999,37.24,0.9433333333333334,4.066666666666667,4.3575,17.9,49.30666666666667,59.42,301.05,50.77,12.95,43.06833333333333,15.187999999999999,27.465,11.533333333333333,43.56,4.2825,35.86,12.850000000000001,28.577999999999996,41.83,118.5575,125.40666666666668,0.0,126.60249999999999,100.7925,25.0075,10.81,163.01333333333335,64.0025,3.24,30.7
Pasabocas,Viernes,1,21,Laboral,Alto Oriente,2.0,1.58,0.8333333333333334,10077.8,9899.6,50.448,49.552,18.513333333333332,4.39,37.74,1.3066666666666666,5.243333333333333,5.0275,64.98467190486303,66.75333333333333,65.62,70.06666666666666,33.7,10.07,29.01,19.6,19.974,8.396666666666667,17.447499999999998,2.54,14.73,3.245,17.002000000000002,18.355,37.7275,24.183333333333334,0.0,67.79249999999999,67.7825,27.3375,124.97187288569963,43.300000000000004,26.14,2.97,28.13
Productos Congelados,Viernes,1,21,Laboral,Oriente,4.0,1.6466666666666667,10.333333333333334,32624.0,34779.8,48.402,51.598,20.143333333333334,5.423333333333333,51.82,1.5366666666666664,3.31,13.625,156.9,272.6825,197.05,157.57500000000002,22.71166666666667,2.75,36.168,8.043333333333333,11.235,12.6,19.985,0.0,24.25,7.3625,10.918000000000001,336.95666666666665,486.84749999999997,19.995,0.5133333333333333,636.075,373.365,375.15999999999997,97.44,209.51,140.9475,1.9366666666666668,10.34
Aseo de hogar,Sabado,1,22,Fin de Semana,Norte,12.0,1.6199999999999999,3.0,8136.8,8032.4,50.32,49.68,19.403333333333332,4.62,36.04,1.39,4.25,12.576666666666668,76.96,366.6725,165.49666666666667,154.64,72.295,15.575000000000001,53.45333333333334,21.833333333333332,41.45333333333333,10.48,59.485,9.442499999999999,43.645,11.1325,44.112,40.91,69.35,55.56,0.0,409.2625,114.955,73.82,114.44,204.66333333333333,119.255,2.7133333333333334,42.57
Belleza,Sabado,1,22,Fin de Semana,Alto Oriente,12.0,1.5433333333333332,3.0,9180.6,9036.0,50.398,49.602,19.823333333333334,4.193333333333333,34.53,1.24,5.0,4.44,8.72,113.29,73.86,62.42,48.274,11.1,44.718,16.2625,26.558,11.12,41.582499999999996,0.0,36.5225,9.4375,22.3,31.598333333333333,82.51,48.02166666666667,0.0,76.57,46.9925,46.410000000000004,21.4,82.71333333333332,73.095,2.203333333333333,32.29
Belleza,Sabado,1,22,Fin de Semana,Centro,12.0,1.4266666666666665,9.666666666666666,11006.4,11699.4,48.474000000000004,51.525999999999996,20.843333333333334,6.363333333333333,34.9,0.7733333333333333,3.026666666666667,19.191666666666666,10.96,146.135,99.53000000000002,143.69,105.065,10.6,80.232,51.13666666666666,54.57333333333333,25.866666666666664,84.7625,4.279999999999999,20.2875,49.8,53.065999999999995,100.32666666666667,166.1775,87.95666666666666,3.3200000000000003,193.3075,117.0975,37.557500000000005,38.33,101.13333333333333,70.6175,1.57,14.48
Pasabocas,Sabado,1,22,Fin de Semana,Sur,6.0,2.7066666666666666,35.333333333333336,83147.0,88045.4,48.568,51.434000000000005,13.056666666666665,3.5733333333333337,51.37,0.9466666666666668,10.563333333333333,24.441666666666666,81.28,189.6575,80.51,105.17,110.95333333333333,8.576666666666666,116.875,41.365,58.203333333333326,17.101666666666667,83.0175,8.5925,88.0275,32.1425,60.674,319.9433333333333,477.8875,126.77333333333333,1.245,251.60500000000002,99.5275,75.925,166.16,213.49333333333334,105.8075,3.1500000000000004,15.36
Belleza,Domingo,1,23,Fin de Semana,Bajo Cauca,12.0,1.27,7.0,15573.4,14380.8,51.988,48.012,20.82,7.3999999999999995,28.78,1.1166666666666667,1.7766666666666666,17.488333333333333,10.3,104.19333333333334,26.85,47.15333333333333,282.9733333333333,35.96,180.09,155.85,164.29,22.39,254.3325,34.7125,156.96249999999998,118.1075,186.96200000000002,33.026666666666664,58.4525,34.44,0.0,97.9375,29.482499999999998,16.6825,19.98,47.37,26.1575,1.6166666666666665,67.24
Dulces y postres,Domingo,1,23,Fin de Semana,Occidente,15.0,0.88,43.5,150389.8,165588.2,47.598,52.402,24.396666666666672,2.683333333333333,27.2,0.7866666666666667,2.75,44.71,48.23,87.7025,28.2875,64.895,71.76666666666667,3.8649999999999998,31.101666666666663,37.68333333333333,36.135,10.996666666666668,65.125,2.455,27.025,33.77,40.036,220.73666666666668,327.205,44.20666666666667,1.024,149.57,67.4575,30.9425,124.49,128.61666666666667,82.1125,2.5066666666666664,34.09
Cuidado Personal,Martes,1,25,Laboral,Valle del Aburrá,6.0,0.7566666666666667,21.5,26692.4,27104.2,49.616,50.384,24.909999999999997,1.7533333333333332,48.25,0.33,3.8266666666666667,21.974999999999998,82.2,250.365,116.45666666666666,209.0625,77.87333333333333,4.8500000000000005,56.85166666666667,22.082,39.843333333333334,34.13,60.06,1.8,43.295,14.86,42.048,208.215,388.6675,139.23166666666665,0.0,555.35,316.3575,133.8925,215.94,245.59333333333333,225.6175,2.4266666666666667,18.26
Pasabocas,Martes,1,25,Laboral,Sur,6.0,1.7166666666666668,18.166666666666668,24766.6,24291.8,50.482000000000006,49.517999999999994,21.043333333333333,4.846666666666667,31.36,0.9733333333333333,3.426666666666667,19.06833333333333,170.81,175.3425,124.68,135.1575,57.55666666666667,8.242,36.77,21.2,32.41166666666667,34.24666666666666,34.6025,4.0975,19.8825,17.8975,30.52,81.46166666666666,171.3475,215.94499999999996,1.04,210.81,115.615,62.5925,182.2,163.30666666666667,100.0225,1.9933333333333334,23.13
Charcutería,Jueves,1,27,Laboral,Nordeste,6.0,1.1566666666666665,7.333333333333333,14644.4,14686.2,49.93,50.07,23.606666666666666,4.76,30.1,0.8566666666666666,2.1166666666666667,26.275000000000002,21.02,106.2425,64.385,168.44000000000003,271.37,25.073333333333334,218.115,57.92333333333334,148.105,20.648000000000003,184.42499999999998,20.505000000000003,139.8175,52.9225,163.426,53.056666666666665,110.9875,20.491666666666667,1.1466666666666667,218.14249999999998,142.2975,27.05,342.14,144.52,136.1725,1.5066666666666668,49.38
Despensa,Jueves,1,27,Laboral,Norte,15.0,3.206666666666667,0.8333333333333334,4282.4,3926.6,52.164,47.836,11.899999999999999,5.293333333333333,31.52,2.8000000000000003,5.616666666666666,29.160000000000004,45.34,359.5525,233.44333333333336,424.77500000000003,199.755,51.36666666666667,138.26166666666666,92.002,116.51166666666666,8.293333333333333,124.32,19.1875,88.1375,46.8375,95.31800000000001,32.61666666666667,67.605,12.219999999999999,0.0,876.65,599.6575,372.075,539.62,207.03333333333333,244.34,5.1866666666666665,58.41
Belleza,Viernes,1,28,Laboral-Quincena,Norte,12.0,1.4166666666666667,0.8333333333333334,7787.8,7666.6,50.392,49.61,16.483333333333334,5.933333333333333,42.72,1.4033333333333333,5.28,3.9,17.76,165.56,107.00999999999999,86.58,32.2025,19.75,29.733333333333334,19.7925,21.0825,6.5175,16.1775,6.5925,12.815,9.8825,11.706,36.306,53.7325,33.336666666666666,0.0,41.39,21.645,22.3225,0.0,62.81,35.480000000000004,3.48,23.59
